lens_id,jurisdiction,source,is_classified,itc_codes,n_itc_tags,cpc_rule_domains,keyword_rule_domains,status,title_truncated,screening_category,analysis_set_443,adjudication_action
030-072-012-520-662,CN,r2_keep,True,3-1,1,,,included_classified,Robot ecosphere system,included_classified,true,add_only
010-840-038-884-847,CN,r2_keep,True,4-1,1,4-1,,included_classified,Assembled building six-way joint and assembling method thereof,included_classified,true,keep
005-989-927-644-311,CN,r2_keep,False,,0,,1-2,domain_external,Energy-saving strong self-counterforce multidirectional cement soil mixing pile ,domain_external_active,true,suppress_all
153-458-535-453-894,CN,r2_keep,True,2-1;2-2,2,1-3;2-1;2-2,1-3;2-1,included_classified,Preparation method of in-situ nano TiB whisker-reinforced Ti-based composite mat,included_classified,true,suppress
185-449-211-960-861,US,r2_keep,True,1-1;3-1,2,3-1,2-4,included_classified,Multiblock robot system,included_classified,true,add+suppress
078-187-996-081-771,CN,r2_keep,True,1-1,1,2-1,,included_classified,Star soil in-situ sintering forming device and method based on solar energy,included_classified,true,add+suppress
145-952-826-098-902,CN,r2_keep,False,,0,3-3,1-2,domain_external,Concrete hole wall scrabbling device,domain_external_active,true,suppress_all
186-860-398-184-888,CN,r2_keep,True,1-3,1,1-3;2-1,1-2;1-3,included_classified,Preparation method of ultrahigh-density ceramic biscuit,included_classified,true,suppress
182-128-399-227-621,CN,r2_keep,False,,0,2-1,1-2,domain_external,Automatic concrete pouring device for building construction,domain_external_active,true,suppress_all
146-090-585-265-211,CN,r2_keep,True,4-3,1,4-3,4-3,included_classified,Building material mixing device for road paving,included_classified,true,keep
010-992-517-500-727,CN,r2_keep,False,,0,,2-4,domain_external,Power drive head,domain_external_active,true,suppress_all
035-687-396-656-990,CN,r2_keep,True,4-1;4-2,2,4-1,,included_classified,Energy-storing and gradient energy consuming steel structure beam-column combina,included_classified,true,add
040-029-340-207-535,CN,r2_keep,False,,0,3-3,,domain_external,Near-edge protection method without damaging wall body,domain_external_active,true,suppress_all
149-532-984-103-361,EP,r2_keep,False,,0,1-1,,domain_external,Device for crushing a material,domain_external_active,true,suppress_all
061-462-013-618-280,CN,r2_keep,False,,0,3-3,1-2,domain_external,Efficient and energy-saving grouting process of concrete for building constructi,domain_external_active,true,suppress_all
171-341-559-269-075,KR,r2_keep,False,,0,,,domain_external,CIP CIP method using vertical guide casing,domain_external_active,true,keep
030-329-357-505-565,CN,r2_keep,True,2-1;2-2,2,2-1;2-2,1-3;2-4,included_classified,Preparation method of multiphase reinforced titanium alloy composite material,included_classified,true,suppress
058-568-576-158-190,CN,r2_keep,False,,0,,,domain_external,Modular joint used for robot,domain_external_active,true,keep
175-161-558-314-791,CN,r2_keep,True,4-4,1,3-1,1-2;2-4,included_classified,Modularized heavy-load mechanical arm joint,included_classified,true,add+suppress
184-689-077-429-784,CN,r2_keep,False,,0,1-2;2-1,,domain_external,Method for manufacturing extralarge-aperture honeycomb building blocks,domain_external_active,true,suppress_all
056-787-609-572-396,CN,r2_keep,True,2-4,1,2-4,,included_classified,Extreme environment deep sedimentary rock soil layer test platform and construct,included_classified,true,keep
075-759-480-818-981,CN,r2_keep,True,4-1;4-2;4-4,3,4-1,,included_classified,Mortise and tenon joint type connecting structure of prefabricated honeycomb-sha,included_classified,true,add
110-722-517-231-411,GB,r2_keep,True,4-1,1,,,included_classified,Fixing clip for use in timber deck construction,included_classified,true,add_only
116-230-642-258-442,CN,r2_keep,True,1-1,1,2-1,,included_classified,Sand collecting and brick making device driven by wind power generation,included_classified,true,add+suppress
119-868-484-217-523,CN,r2_keep,True,4-3,1,4-3,1-2;4-3,included_classified,Waste cement crushing device for road and bridge construction,included_classified,true,suppress
112-662-275-680-927,CN,r2_keep,False,,0,,,domain_external,Energy-saving and efficient pile-forming method of multidirectional stirring pil,domain_external_active,true,keep
154-256-820-951-535,US,r2_keep,True,4-5,1,,,included_classified,Tubular shaped interstellar space craft,included_classified,true,add_only
154-139-161-624-705,CN,r2_keep,False,,0,,,domain_external,Stirring structure,domain_external_active,true,keep
011-906-543-929-984,KR,r2_keep,False,,0,4-5,,domain_external,LANDSCAPE ARCHITECTURE FLOWER BED USING HALF MOON TYPE MEMBER AND PIPE MEMBER FO,false_match,false,
074-757-240-665-618,CN,r2_keep,False,,0,4-5,,domain_external,High-yield cultivation technique of polygonum cuspidatum asexual reproduction,false_match,false,
084-201-913-648-193,CN,r2_keep,False,,0,,,domain_external,Seabed gravel leveling ship structure,domain_external_active,true,keep
174-797-027-966-130,CN,r2_keep,True,1-2;1-3,2,,1-2,included_classified,Glass-based concrete and preparation method thereof,included_classified,true,add
109-106-302-948-939,CN,r2_keep,True,1-2;1-3,2,,,included_classified,Glass-based mortar and preparation method thereof,included_classified,true,add_only
111-262-704-693-082,CN,r2_keep,True,4-3,1,4-3,4-3,included_classified,Road film covering equipment for road maintenance,included_classified,true,keep
101-957-760-117-352,CN,r2_keep,False,,0,1-2,,domain_external,Production method of small-bore honeycomb building block,domain_external_active,true,suppress_all
013-903-705-689-442,CN,r2_keep,True,2-4,1,2-4,,included_classified,Mineral recognition and abundance inversion method for Chang'e 4 hyperspectral d,included_classified,true,keep
014-885-855-780-356,CN,r2_keep,True,4-1,1,3-3,,included_classified,Rotary hoisting system for conical shell roof,included_classified,true,add+suppress
177-774-917-971-406,CN,r2_keep,False,,0,,1-2,domain_external,Aerial automatic direction changing device for bidirectional cement mixing pile,domain_external_active,true,suppress_all
196-712-472-823-026,RU,r2_keep,False,,0,,,domain_external,VIBRATOR AND VIBRATOR APPLICATION,domain_external_active,true,keep
042-224-802-948-597,BG,r2_keep,True,4-1;4-2,2,,,included_classified,UNDERGROUND HOME,included_classified,true,add_only
126-872-794-013-45X,CN,r2_keep,True,1-3,1,1-3,,included_classified,Soft magnetic ferrite with spinel structure as well as preparation method and ap,included_classified,true,keep
136-401-719-613-529,KR,r2_keep,True,2-2,1,1-3,1-2,included_classified,MANUFACTURING METHOD OF PLANET CARRIER FOR AUTO TRANSMISSION,included_classified,true,add+suppress
179-109-432-231-402,CN,r2_keep,False,,0,,,domain_external,Telescopic mechanical structure of multi-degree-of-freedom telescopic train seat,false_match,false,
090-729-202-662-469,CN,r2_keep,True,1-3,1,1-3,,included_classified,Preparation method of high-strength heat-insulation refractory mortar,included_classified,true,keep
101-859-607-539-795,CN,r2_keep,True,4-1,1,4-1,2-4,included_classified,Single component silane modified sealant used in industrialized building,included_classified,true,suppress
129-171-424-976-221,CN,r2_keep,False,,0,2-1,1-2;2-1,domain_external,Vacuum extrusion fiber cement wallboard production line,domain_external_active,true,suppress_all
180-196-118-308-110,CN,r2_keep,False,,0,,,domain_external,Stable tourmaline slurry and preparation method thereof,false_match,false,
058-002-452-177-389,CN,r2_keep,False,,0,1-2,2-4,domain_external,Manufacturing method of medium-aperture honeycomb building blocks,domain_external_active,true,suppress_all
106-292-223-730-272,CN,r2_keep,False,,0,1-2,1-2,domain_external,"Waterproof material for cement pipeline, and preparation method thereof",domain_external_active,true,suppress_all
082-568-815-110-507,CN,r2_keep,True,1-3,1,1-3,,included_classified,Sintered high-alumina refractory brick and preparation method thereof,included_classified,true,keep
020-726-954-325-331,RU,r2_keep,True,1-3,1,,1-2;1-3,included_classified,METHOD OF PRODUCING GRANULATED FOAMED SILICATE PENOSTEK,included_classified,true,suppress
090-336-438-217-698,CN,r2_keep,False,,0,1-2,1-2,domain_external,BIPV lightweight thermal insulation concrete stirring process,domain_external_active,true,suppress_all
186-206-025-710-754,WO,r2_keep,False,,0,1-2;2-1,,domain_external,METHOD AND COMPOSITION FOR PRODUCTION OF GRANULAR COMPOSITE PANELS,domain_external_active,true,suppress_all
004-909-204-014-421,CN,r2_keep,False,,0,1-2,1-1;1-2;2-4,domain_external,Preparation method of anti-radiation impact-resistant concrete,domain_external_active,true,suppress_all
137-535-750-236-047,CN,r2_keep,False,,0,1-2,,domain_external,Manufacturing method of large-aperture honeycomb building block,domain_external_active,true,suppress_all
151-217-097-892-036,CN,r2_keep,True,2-2,1,1-3,,included_classified,Preparing method for hard alloy with adjustable and controllable platy WC grain ,included_classified,true,add+suppress
053-869-005-808-716,CN,r2_keep,True,1-3,1,1-3,1-3,included_classified,Preparation method of aluminum-silicon wear-resistant spray coating for hot-stat,included_classified,true,keep
195-905-250-271-427,RU,r2_keep,False,,0,1-2,1-2;1-3;2-4,domain_external,ELECTROCONDUCTIVE CONCRETE,domain_external_active,true,suppress_all
001-758-811-727-242,CN,r2_keep,False,,0,1-1,,domain_external,Roller-type homogenizing mill,domain_external_active,true,suppress_all
042-993-014-781-614,CN,r2_keep,False,,0,1-2,1-2,domain_external,Sprayable ultrahigh-toughness cement-based composite and preparation method ther,domain_external_active,true,suppress_all
084-738-999-002-165,RU,r2_keep,False,,0,,,domain_external,SPACE ELEVATOR FOR DELIVERY OF PASSENGERS AND CARGOES FROM SURFACE OF EARTH OR O,domain_external_active,true,keep
001-515-563-414-207,KR,r2_keep,True,2-1;2-2,2,1-3;2-1,,included_classified,Manufacturing Method of Gear Part with Multi-structure using Powder Sintering,included_classified,true,add+suppress
140-427-777-675-04X,RU,r2_keep,True,1-3,1,1-3,1-3,included_classified,SILICON NITRIDE BASED CHARGE AND METHOD FOR PRODUCTION OF ARTICLES THEREOF,included_classified,true,keep
100-210-506-365-332,CN,r2_keep,False,,0,1-1,,domain_external,Comprehensive stone crushing and sieving production system,domain_external_active,true,suppress_all
185-983-037-373-329,CN,r2_keep,True,1-3;2-1,2,1-3;2-1,1-3,included_classified,Cordierite precursor photocuring paste and preparation method of porous cordieri,included_classified,true,keep
168-068-379-531-686,JP,r2_keep,True,2-2,1,,2-4,included_classified,BRAZE PREFORM FOR POWDER METAL SINTERING,included_classified,true,add+suppress
119-929-154-889-905,RU,r2_keep,True,4-1,1,,,included_classified,DEVICE FOR PROTECTING THE ENVIRONMENT FROM VOLCANIC INFLUENCES AND A METHOD FOR ,included_classified,true,add_only
116-091-804-779-391,CN,r2_keep,False,,0,,,domain_external,Single-stage-drive hydraulic drill lifting type power system,domain_external_active,true,keep
147-058-610-395-058,CN,r2_keep,False,,0,,1-1;1-2;2-4,domain_external,Method for completely carbonizing regenerated powder,domain_external_active,true,suppress_all
136-229-349-632-615,CN,r2_keep,False,,0,1-2,1-2,domain_external,Wear-resistant self-leveling cement mortar doped with waste glass and preparatio,domain_external_active,true,suppress_all
116-458-118-208-714,CN,r2_keep,True,4-1,1,4-1,,included_classified,Double-component silane-modified sealant for industrialized building,included_classified,true,keep
094-979-655-376-155,CN,r2_keep,False,,0,,,domain_external,Chain wheel driving unit and milling groove stirring machine,domain_external_active,true,keep
052-995-927-623-436,CN,r2_keep,False,,0,,,domain_external,Chain wheel electric drive control system and milling groove stirring machine,domain_external_active,true,keep
183-534-818-391-136,WO,r2_keep,True,1-3,1,,1-2,included_classified,GRANULATED FOAM GLASS PRODUCTION SYSTEM,included_classified,true,add+suppress
152-717-797-903-389,CN,r2_keep,True,1-3,1,1-3,1-1;1-3;2-4,included_classified,Powder mechanical pretreatment method for reducing double-twin crystal density i,included_classified,true,suppress
106-066-780-767-187,CN,r2_keep,True,1-3,1,1-3,,included_classified,Sintering method of compact solid electrolyte LATP,included_classified,true,keep
169-630-418-590-040,CN,r2_keep,True,3-2,1,2-4,3-1;3-2,included_classified,Air-land amphibious spherical robot for environmental information acquisition,included_classified,true,suppress
126-121-192-872-209,CN,r2_keep,False,,0,4-5,1-1,domain_external,Method for remarkably improving survival rate of mountain afforestation,false_match,false,
008-203-307-751-089,WO,r2_keep,False,,0,1-1,1-1;2-4,domain_external,MILL DISCHARGE GRATING,domain_external_active,true,suppress_all
064-234-484-959-553,CN,r2_keep,True,1-3,1,1-3,1-3;2-4,included_classified,Method for preparing high-intensity composite material from casting waste sand t,included_classified,true,suppress
017-915-259-433-159,CN,r2_keep,True,2-2,1,1-3,,included_classified,High-density non-magnetic compressor balance block and preparation method thereo,included_classified,true,add+suppress
090-546-806-819-621,CN,r2_keep,False,,0,2-4,1-1;1-2,domain_external,Supergravity model test device and method for simulating gradual instability of ,domain_external_active,true,suppress_all
046-097-645-717-010,CN,r2_keep,True,1-3,1,1-3,1-3,included_classified,Preparation process of silicon nitride ceramic sheet formed by in-situ polymeriz,included_classified,true,keep
182-687-790-526-684,CN,r2_keep,True,2-2,1,1-3,1-3,included_classified,High-thermal-conductivity copper-based composite material for heat dissipation a,included_classified,true,add+suppress
085-814-210-033-721,LU,r2_keep,True,1-3,1,1-3,1-3,included_classified,A RED MUD DOPED ALUMINA-BASED STRUCTURAL CERAMIC MATERIAL TECHNICAL FIELD,included_classified,true,keep
007-790-645-320-92X,CN,r2_keep,True,1-3,1,1-3,,included_classified,Preparation method of microporous magnesium aggregate,included_classified,true,keep
093-515-621-051-238,CN,r2_keep,True,2-2,1,1-3,2-4,included_classified,Preparation method and application of wear-resistant and strength-coordinated ha,included_classified,true,add+suppress
140-118-821-533-796,CN,r2_keep,True,1-3,1,1-3,,included_classified,High-purity compact magnesium oxide target material and preparation method there,included_classified,true,keep
176-729-497-913-955,CN,r2_keep,True,1-3,1,1-3,2-4,included_classified,Compression molding method of polycrystalline cubic boron nitride,included_classified,true,suppress
058-133-863-361-682,CN,r2_keep,True,1-3,1,1-3,1-2;1-3,included_classified,Preparation method of silicon carbide composite ceramic,included_classified,true,suppress
106-424-172-883-94X,CN,r2_keep,True,1-3,1,1-3,,included_classified,Compact MgO-CaO material and preparation method thereof,included_classified,true,keep
031-451-498-369-259,CN,r2_keep,True,2-2,1,1-3,1-2;1-3,included_classified,Process for preparing ceramic particle reinforced steel-based composite material,included_classified,true,add+suppress
141-787-831-722-528,DE,r2_keep,False,,0,2-1,2-1,domain_external,Extruder for molten plastics has a blister at the extrusion zone to control the ,false_match,false,
089-870-989-292-090,CN,r2_keep,True,1-3,1,1-3,1-3,included_classified,Method for connecting carbon/carbon composite material through in-situ generatio,included_classified,true,keep
046-139-877-776-768,CN,r2_keep,True,1-3,1,1-3,2-4,included_classified,Preparation method of mullite whisker coated silicon carbide refractory material,included_classified,true,suppress
166-482-176-700-989,CN,r2_keep,True,1-3,1,1-3,1-3,included_classified,Titanium nitride-based composite ceramic material and preparation method thereof,included_classified,true,keep
182-259-652-740-235,RU,r2_keep,False,,0,1-1,,domain_external,VIBRATING SCREEN,domain_external_active,true,suppress_all
161-597-792-810-151,CN,r2_keep,True,2-2,1,1-3,,included_classified,Wear-resistant alloy block for sweeper truck suction nozzle and preparation meth,included_classified,true,add+suppress
195-198-525-066-626,CN,r2_keep,False,,0,,,domain_external,Simulation system and simulation method for influence of tunnel stratum loss on ,domain_external_active,true,keep
028-628-012-867-358,CN,r2_keep,True,2-2,1,1-3,,included_classified,Graphite-reinforced CoCrNi medium-entropy alloy solid self-lubricating material ,included_classified,true,add+suppress
057-147-053-918-291,CN,r2_keep,True,2-2,1,1-3,,included_classified,Preparation method of TiB reinforced medical porous titanium,included_classified,true,add+suppress
028-522-977-253-840,CN,r2_keep,True,2-2,1,1-3,1-1,included_classified,Method for producing high-performance aluminum alloy by using secondary aluminum,included_classified,true,add+suppress
004-002-361-896-362,CN,r2_keep,True,1-3,1,1-3,1-3,included_classified,Method for producing lightweight ceramsite spheres from waste sponge blocks,included_classified,true,keep
183-394-187-583-366,CN,r2_keep,True,2-2,1,1-3,1-2,included_classified,Preparation method of high-entropy alloy binder phase hard alloy,included_classified,true,add+suppress
082-650-344-541-441,CN,r2_keep,True,2-2,1,,1-3;2-4,included_classified,Copper-chromium-based electrical contact self-lubricating composite material and,included_classified,true,add+suppress
063-263-776-157-292,WO,r2_keep,True,2-2,1,1-3,1-3,included_classified,A METHOD FOR MANUFACTURING OF CERAMIC COMPOSITE BASED ON TUNGSTEN CARBIDE,included_classified,true,add+suppress
036-670-377-915-876,CN,rescue,True,4-1,1,,3-1,included_classified,Lunar rover for preparing hydrogen and oxygen,included_classified,true,add+suppress
084-709-410-687-85X,RU,rescue,True,1-1;4-1,2,,,included_classified,METHOD FOR PERFORMING THE DEVELOPMENT OF LUNAR WATER ICE,included_classified,true,add_only
085-032-228-805-703,US,rescue,True,1-1;1-2,2,1-1;1-2,1-1;2-4,included_classified,METHOD OF PRODUCTION AND USE OF A NANO-REGOLITH FOR PREPARING A CONSTRUCTION MAT,included_classified,true,suppress
079-861-750-274-774,CN,rescue,True,1-1;4-1;4-5,3,,3-1;3-2,included_classified,Interaction device and interaction control method of lunar manned mobile vehicle,included_classified,true,add+suppress
087-131-452-494-774,CN,rescue,True,1-1;2-4,2,2-4,,included_classified,Water-containing ice lunar soil water vapor extraction simulation experiment dev,included_classified,true,add
056-379-454-515-406,CN,rescue,False,,0,4-3,2-4;3-1,domain_external,Mars exploration landing platform structure capable of bearing complex large loa,audit_only,false,
012-217-080-830-242,CN,rescue,True,3-2,1,,2-4;3-2,included_classified,Teleoperation system architecture for manned exploration of lunar surface,included_classified,true,suppress
173-737-705-692-466,CN,rescue,True,1-1;2-4,2,2-4,,included_classified,Horizontal type steam ice condensing device for preparing lunar ice soil simulat,included_classified,true,add
012-995-189-098-391,LU,rescue,True,1-1;2-4,2,2-4,,included_classified,Thermal management system,included_classified,true,add
046-161-733-816-880,CN,rescue,True,1-1;2-4,2,2-4,2-4,included_classified,System and method for testing vacuum thermally-induced sublimation loss rate of ,included_classified,true,add
